setID	setSize	setScore	setP	setQ	setName	setID.orig
70	16	14.439954224756	9.0999909000091e-05	0.0500757979895633	 Pantothenate and CoA biosynthesis 	83213
1781	10	10.2336857002535	0.00013999986000014	0.0500757979895633	 Mineralocorticoid biosynthesis 	1324313
894	72	33.8157583028726	0.000272999727000273	0.0524761651042776	 Mitochondrial translation *	1323426
100	100	47.2117328548355	0.000277999722000278	0.0524761651042776	 Cytokine-cytokine receptor interaction 	83248
273	10	8.04068507897409	0.0026019973980026	0.315003609261827	 acyl-CoA hydrolysis 	142897
490	14	10.3749387282277	0.00311499688500312	0.315003609261827	 Complement and Coagulation Cascades 	198335
40	40	21.9588861109432	0.00424999575000425	0.339998738041869	 N-Glycan biosynthesis 	83174
1568	24	15.9772781164769	0.00559332711852542	0.341924537352393	 Fanconi Anemia Pathway 	1324100
84	29	20.6817210333256	0.00590587540485246	0.341924537352393	 ABC transporters 	83232
1885	12	8.83702613062341	0.00608192038322845	0.341924537352393	 Retinoid metabolism and transport 	1324417
1441	10	8.030251107291	0.00711125758977804	0.346553610315401	 Removal of the Flap Intermediate 	1323973
547	11	7.91248439032289	0.00763938236457217	0.346553610315401	 Mitochondrial LC-Fatty Acid Beta-Oxidation 	198392
1822	43	20.9851954713348	0.010449978229212	0.403350279267434	 Sphingolipid metabolism 	1324354
21	24	13.589759998124	0.0109543240123391	0.403350279267434	 Glycine, serine and threonine metabolism 	83149
1733	12	7.22292749818286	0.0303351156757901	0.745919262893439	 Lipid digestion, mobilization, and transport 	1324265
1064	13	8.96900219078584	0.0312560546496584	0.745919262893439	 Kinesins 	1323596
1377	92	45.5848473614248	0.0312685545715339	0.745919262893439	 Extracellular matrix organization 	1323909
30	18	9.38501017754384	0.0318623008606196	0.745919262893439	 Tryptophan metabolism 	83163
835	21	12.216529768048	0.0328122949231567	0.745919262893439	 Ovarian steroidogenesis 	790951
6	12	7.76580226044688	0.0372568767365947	0.788369848509859	 Galactose metabolism 	83131
147	97	33.9145695319638	0.0408996853870355	0.794263927707459	 Parkinson's disease 	83295
422	28	13.9036725171809	0.0427413104890793	0.794263927707459	 Protein digestion and absorption 	172853
2153	61	27.0578053856105	0.0495540949627731	0.830882519451782	 RHO GTPases Activate Formins 	1324685
885	16	8.79156346608184	0.0509794902050979	0.830882519451782	 Aldosterone synthesis and secretion 	1273130
1589	40	17.6070408404039	0.0665616679791503	0.846592065715331	 Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds 	1324121
1408	27	12.7076430339874	0.0667616654791815	0.846592065715331	 Activation of ATR in response to replication stress 	1323940
109	28	12.9241507520221	0.0681991475106561	0.846592065715331	 Apoptosis 	83257
898	54	25.6450150810648	0.0697741278234022	0.846592065715331	 Anchoring of the basal body to the plasma membrane 	1323430
1199	10	6.22309322000048	0.0700491243859452	0.846592065715331	 ZBP1(DAI) mediated induction of type I IFNs *	1323731
531	21	9.84426493990009	0.0716491043861952	0.846592065715331	 Glycolysis and Gluconeogenesis 	198376
184	23	10.8567937543636	0.0757417751174983	0.846592065715331	 RIG-I-like receptor signaling pathway 	117302
1605	21	9.65555223087555	0.0763417665461922	0.846592065715331	 Transport of vitamins, nucleosides, and related molecules 	1324137
92	24	11.1518752515989	0.0799131440979415	0.846592065715331	 Base excision repair 	83240
275	11	5.85071872458127	0.0816845473636091	0.846592065715331	 triacylglycerol biosynthesis 	142900
1653	10	5.09658721295944	0.0829416722618248	0.846592065715331	 Cargo concentration in the ER 	1324185
10	12	6.24691994304675	0.0837486041899302	0.846592065715331	 Fatty acid degradation 	83135
1330	10	4.87854005620066	0.0900318328027866	0.876813964704552	 mRNA decay by 3' to 5' exoribonuclease 	1323862
174	67	25.179969861196	0.110697786044279	0.988128392956706	 Lysosome 	99272
1582	10	5.0290750942854	0.114957700845983	0.988128392956706	 Amino acid transport across the plasma membrane 	1324114
58	15	6.32813500291015	0.117457650846983	0.988128392956706	 Glycosphingolipid biosynthesis - lacto and neolacto series 	83194
859	23	10.2914051179798	0.118257634847303	0.988128392956706	 Platelet activation 	953444
1980	13	5.17147876630837	0.128721781955451	0.996553744133458	 Detoxification of Reactive Oxygen Species 	1324512
1287	23	9.55820136118559	0.13369665758356	0.996553744133458	 RNA Polymerase III Transcription *	1323819
1675	20	10.1347857605247	0.13409664758381	0.996553744133458	 SUMOylation of DNA replication proteins 	1324207
149	29	13.124363840899	0.152846178845529	0.996553744133458	 Huntington's disease 	83297
883	25	12.7865271915152	0.156821079473013	0.996553744133458	 Renin secretion 	1223380
488	34	12.2391118075392	0.157221069473263	0.996553744133458	 Myometrial Relaxation and Contraction Pathways 	198333
1502	10	4.74380371942734	0.160145996350091	0.996553744133458	 Chromosome Maintenance 	1324034
1920	12	4.814476500646	0.161095972600685	0.996553744133458	 Metabolism of porphyrins 	1324452
1839	10	4.26856562343995	0.163270918227044	0.996553744133458	 Metabolism of nitric oxide *	1324371
477	11	4.96049942713509	0.164695882602935	0.996553744133458	 Mitochondrial Gene Expression 	198322
1078	11	4.62309396933105	0.170327655744809	0.996553744133458	 MAP2K and MAPK activation 	1323610
581	55	20.4846903610223	0.17249425019166	0.996553744133458	 Ribosome biogenesis in eukaryotes 	199382
620	14	5.72828842119728	0.184793840205326	0.996553744133458	 O-glycan biosynthesis, mucin type core 	421762
26	20	7.69697005929554	0.185393820205993	0.996553744133458	 Arginine and proline metabolism 	83157
188	13	6.26351998959164	0.195826805773141	0.996553744133458	 NOD-like receptor signaling pathway 	122195
841	10	4.83574825597802	0.197160094663511	0.996553744133458	 Thyroid hormone synthesis 	835432
120	44	18.3145779203192	0.206326455784807	0.996553744133458	 Tight junction 	83268
2013	10	4.24088796281495	0.208693043565214	0.996553744133458	 Binding and Uptake of Ligands by Scavenger Receptors 	1324545
76	10	3.79868801382115	0.209726342455251	0.996553744133458	 Terpenoid backbone biosynthesis 	83220
116	22	9.40182187829839	0.211192960234659	0.996553744133458	 Focal adhesion 	83264
1054	13	5.10213264580797	0.211726275790807	0.996553744133458	 Platelet degranulation 	1323586
95	17	7.22357400782802	0.212426252458251	0.996553744133458	 Homologous recombination 	83243
151	12	5.91617483386097	0.213559548015066	0.996553744133458	 Colorectal cancer 	83299
140	12	5.1862038299141	0.21875937468751	0.996553744133458	 GnRH signaling pathway 	83288
1812	11	4.13689368426772	0.220759308023066	0.996553744133458	 Arachidonic acid metabolism 	1324344
1362	33	12.7765838222278	0.227359088030399	0.996553744133458	 Epigenetic regulation of gene expression 	1323894
1772	10	3.83745699511073	0.234425519149362	0.996553744133458	 Bile acid and bile salt metabolism 	1324304
1074	11	5.19707685617899	0.238725375820806	0.996553744133458	 Other semaphorin interactions 	1323606
1853	12	4.00252960934587	0.252187390630468	0.996553744133458	 Complex I biogenesis 	1324385
1469	12	5.81166482380523	0.258487075646218	0.996553744133458	 Mitotic Prometaphase 	1324001
730	22	9.06562248351229	0.259037048147593	0.996553744133458	 cyclic AMP biosynthesis 	542872
464	11	4.13896788180231	0.265786710664467	0.996553744133458	 Cholesterol Biosynthesis 	198309
195	42	12.6194104528895	0.274236288185591	0.996553744133458	 Peroxisome 	131230
1726	18	7.14042112156388	0.286485675716214	0.996553744133458	 Inositol phosphate metabolism 	1324258
579	15	6.16252596882195	0.291835408229589	0.996553744133458	 Kit Receptor Signaling Pathway 	198424
491	11	4.32485837885707	0.294335283235838	0.996553744133458	 Endochondral Ossification 	198336
1870	37	12.0913201808853	0.307784610769462	0.996553744133458	 Metabolism of water-soluble vitamins and cofactors 	1324402
674	14	5.33628916660371	0.315834208289586	0.996553744133458	 Cell cycle signaling pathway 	522974
1741	37	12.4529338246054	0.331233438328084	0.996553744133458	 Fatty acid, triacylglycerol, and ketone body metabolism 	1324273
127	14	4.2041603988255	0.334533273336333	0.996553744133458	 Hematopoietic cell lineage 	83275
1554	18	6.87561896889613	0.335033248337583	0.996553744133458	 Nonhomologous End-Joining (NHEJ) 	1324086
827	13	4.9140153742133	0.336333183340833	0.996553744133458	 miRNA regulation of DNA Damage Response 	755424
51	21	7.0267012802161	0.339133043347833	0.996553744133458	 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis 	83187
1970	16	6.20513442603787	0.343632818359082	0.996553744133458	 HATs acetylate histones 	1324502
1137	11	3.23071627756811	0.354732263386831	0.996553744133458	 Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell 	1323669
877	11	4.03133105719911	0.374981250937453	0.996553744133458	 Choline metabolism in cancer 	1060314
288	11	2.8344391653053	0.39658017099145	0.996553744133458	 purine and pyrimidine metabolism 	142919
79	40	13.4786979177896	0.404979751012449	0.996553744133458	 Aminoacyl-tRNA biosynthesis 	83227
175	16	5.17953366229694	0.408829558522074	0.996553744133458	 Alanine, aspartate and glutamate metabolism 	101155
105	55	17.2534983960144	0.412729363531823	0.996553744133458	 Ubiquitin mediated proteolysis 	83253
152	10	3.21409896308401	0.413779311034448	0.996553744133458	 Renal cell carcinoma 	83300
886	22	7.74130673656706	0.422278886055697	0.996553744133458	 Insulin resistance 	1273131
856	13	4.1009850625878	0.423928803559822	0.996553744133458	 FoxO signaling pathway 	921412
43	10	2.834944920825	0.429078546072696	0.996553744133458	 Other types of O-glycan biosynthesis 	83177
1448	18	5.92842569634861	0.434928253587321	0.996553744133458	 Mitotic G2-G2/M phases *	1323980
587	21	6.07758256733716	0.443977801109945	0.996553744133458	 Tuberculosis 	213781
1721	12	3.95729374485562	0.444077796110194	0.996553744133458	 Chondroitin sulfate/dermatan sulfate metabolism 	1324253
2231	10	3.47432334388249	0.44412779361032	0.996553744133458	 Formation of the beta-catenin:TCF transactivating complex 	1324763
833	14	4.49852822062742	0.447777611119444	0.996553744133458	 Insulin secretion 	777543
437	25	7.40085890056004	0.453977301134943	0.996553744133458	 GPCRs, Other 	198282
590	15	4.70892164228545	0.454477276136193	0.996553744133458	 Cholinergic synapse 	217717
589	12	3.37687933519541	0.456577171141443	0.996553744133458	 Influenza A 	217174
2204	26	6.93025616827479	0.457827108644568	0.996553744133458	 G alpha (s) signalling events 	1324736
99	15	4.8789016832761	0.463476826158692	0.996553744133458	 Calcium signaling pathway 	83247
483	10	3.04738473608753	0.472476376181191	0.996553744133458	 SIDS Susceptibility Pathways 	198328
444	20	5.23378889201846	0.47817609119544	0.996553744133458	 Selenium metabolism/Selenoproteins 	198289
456	20	6.02585408941785	0.47887605619719	0.996553744133458	 Notch Signaling Pathway 	198301
463	23	5.68211259792364	0.507449255074493	0.996553744133458	 GPCRs, Class A Rhodopsin-like 	198308
1231	10	2.60506017400956	0.50994900509949	0.996553744133458	 Cytokine Signaling in Immune system 	1323763
469	12	3.06911844420294	0.517048295170483	0.996553744133458	 Retinol metabolism 	198314
63	10	2.5072268493668	0.524947505249475	0.996553744133458	 Propanoate metabolism 	83202
908	12	2.96155597200789	0.528547145285471	0.996553744133458	 Cardiac conduction 	1323440
1224	14	4.01345025750993	0.536246375362464	0.996553744133458	 Role of LAT2/NTAL/LAB on calcium mobilization *	1323756
1641	18	4.47339996019414	0.537946205379462	0.996553744133458	 Synthesis of substrates in N-glycan biosythesis 	1324173
1803	21	6.47514603494328	0.541745825417458	0.996553744133458	 PI Metabolism 	1324335
1655	35	10.022358169127	0.543645635436456	0.996553744133458	 COPI-mediated anterograde transport 	1324187
2208	20	7.03126226781943	0.547145285471453	0.996553744133458	 G alpha (12/13) signalling events 	1324740
848	27	7.44024925847881	0.54994500549945	0.996553744133458	 Ras signaling pathway 	869019
1662	12	3.0731566308114	0.553744625537446	0.996553744133458	 O-linked glycosylation 	1324194
25	19	5.97750481702873	0.568143185681432	0.996553744133458	 Lysine degradation 	83156
1063	16	4.33010017077998	0.568343165683432	0.996553744133458	 Factors involved in megakaryocyte development and platelet production 	1323595
588	13	4.28702936122386	0.56954304569543	0.996553744133458	 Glutamatergic synapse 	213819
585	10	2.7860188999277	0.572942705729427	0.996553744133458	 Measles 	213308
825	17	5.07979319191799	0.573042695730427	0.996553744133458	 Spinal Cord Injury 	739004
595	11	3.09686800071795	0.58014198580142	0.996553744133458	 Fanconi anemia pathway 	377268
891	49	13.9361540929394	0.584941505849415	0.996553744133458	 Organelle biogenesis and maintenance 	1323423
1627	12	2.53262639530397	0.595040495950405	0.996553744133458	 Gamma carboxylation, hypusine formation and arylsulfatase activation 	1324159
138	13	3.68412719028663	0.596440355964404	0.996553744133458	 Regulation of actin cytoskeleton 	83286
474	18	4.776241435783	0.599240075992401	0.996553744133458	 Androgen Receptor Signaling Pathway 	198319
1941	19	4.19935090899807	0.606439356064394	0.996553744133458	 Phase II conjugation 	1324473
1617	21	6.42214763578616	0.610738926107389	0.996553744133458	 Ion transport by P-type ATPases 	1324149
44	11	2.2405742777555	0.61953804619538	0.996553744133458	 Amino sugar and nucleotide sugar metabolism 	83178
826	16	4.4372744347563	0.629437056294371	0.996553744133458	 Hippo signaling pathway 	749786
106	13	2.36366622625877	0.62983701629837	0.996553744133458	 SNARE interactions in vesicular transport 	83254
2250	10	2.05019511243693	0.635036496350365	0.996553744133458	 Visual phototransduction 	1324782
113	10	2.15410516727894	0.635336466353365	0.996553744133458	 TGF-beta signaling pathway 	83261
991	12	2.77220647156629	0.637236276372363	0.996553744133458	 Programmed Cell Death 	1323523
517	24	6.60081528379636	0.64013598640136	0.996553744133458	 T Cell Receptor Signaling Pathway 	198362
561	18	3.91428129170267	0.644135586441356	0.996553744133458	 Diurnally regulated genes with circadian orthologs *	198406
1297	20	4.65694218969454	0.644235576442356	0.996553744133458	 RNA Polymerase II Transcription Pre-Initiation And Promoter Opening *	1323829
171	11	2.60691055778049	0.644635536446355	0.996553744133458	 Cardiac muscle contraction 	93345
433	19	4.92591266044115	0.644935506449355	0.996553744133458	 EGFR1 Signaling Pathway 	198278
485	19	4.76529618412612	0.647935206479352	0.996553744133458	 TGF-beta Receptor Signaling Pathway 	198330
2143	16	3.81807223248099	0.651334866513349	0.996553744133458	 RHO GTPase Effectors 	1324675
2157	11	2.44323217381393	0.653834616538346	0.996553744133458	 Signaling by TGF-beta Receptor Complex 	1324689
183	34	9.15489251343034	0.66023397660234	0.996553744133458	 RNA degradation 	117301
1973	14	3.41940067804757	0.661133886611339	0.996553744133458	 RMTs methylate histone arginines 	1324505
1619	34	10.2588313946004	0.661333866613339	0.996553744133458	 Stimuli-sensing channels 	1324151
584	11	2.7554407882166	0.675332466753325	0.996553744133458	 Mineral absorption 	212238
571	12	2.29399220835065	0.692730726927307	0.996553744133458	 Amino Acid metabolism 	198416
118	17	4.10080913504295	0.697130286971303	0.996553744133458	 Cell adhesion molecules (CAMs) 	83266
828	29	7.7223611274801	0.700629937006299	0.996553744133458	 Odorant GPCRs 	755425
503	11	2.32027599716254	0.70972902709729	0.996553744133458	 Striated Muscle Contraction 	198348
136	16	2.79356115313844	0.72012798720128	0.996553744133458	 Olfactory transduction 	83284
870	20	3.80701331208214	0.727827217278272	0.996553744133458	 Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes 	966904
1968	15	4.10562936518344	0.729327067293271	0.996553744133458	 Chromatin organization *	1324500
2223	17	4.04581746377521	0.747825217478252	0.996553744133458	 Signaling by Wnt 	1324755
857	11	2.2816729112578	0.748025197480252	0.996553744133458	 Thyroid hormone signaling pathway 	946613
1027	12	2.12728493870939	0.752824717528247	0.996553744133458	 Hemostasis 	1323559
876	18	3.18619728239759	0.766523347665233	0.996553744133458	 Signaling pathways regulating pluripotency of stem cells 	1026143
597	11	1.7657118846114	0.767023297670233	0.996553744133458	 Herpes simplex infection 	377874
2207	26	4.41509109931851	0.773522647735226	0.996553744133458	 G alpha (q) signalling events 	1324739
1923	10	1.30445114252989	0.774522547745225	0.996553744133458	 Biological oxidations 	1324455
1139	24	4.9759458752731	0.786321367863214	0.996553744133458	 Innate Immune System 	1323671
513	43	10.0883421168036	0.787521247875212	0.996553744133458	 TNF-alpha NF-kB Signaling Pathway 	198358
1858	35	7.02418663241288	0.790720927907209	0.996553744133458	 Metabolism of nucleotides 	1324390
592	11	1.35488829175923	0.801819818018198	0.996553744133458	 Synaptic vesicle cycle 	373902
3	10	1.26645814321107	0.804719528047195	0.996553744133458	 Pentose phosphate pathway 	83128
847	12	2.84694124870387	0.818018198180182	0.996553744133458	 Rap1 signaling pathway 	869018
2205	14	1.76847832693868	0.821817818218178	0.996553744133458	 G alpha (i) signalling events 	1324737
2265	33	6.911793164989	0.840915908409159	0.996553744133458	 Hedgehog 'on' state 	1324797
1986	10	1.39502026213108	0.842215778422158	0.996553744133458	 Cellular Senescence 	1324518
110	18	2.84474913660535	0.843515648435156	0.996553744133458	 Wnt signaling pathway 	83258
1851	15	1.78656663023643	0.851114888511149	0.996553744133458	 Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. 	1324383
1360	13	1.58301643010279	0.856014398560144	0.996553744133458	 Metabolism of non-coding RNA *	1323892
426	24	4.57347330620818	0.858914108589141	0.996553744133458	 RNA transport 	177887
418	51	11.6871830530883	0.86051394860514	0.996553744133458	 Protein processing in endoplasmic reticulum 	167331
114	14	3.01055771479453	0.860613938606139	0.996553744133458	 Axon guidance 	83262
1732	20	3.34375383663192	0.863813618638136	0.996553744133458	 Metabolism of lipids and lipoproteins 	1324264
454	12	1.24571452453987	0.867413258674133	0.996553744133458	 Adipogenesis 	198299
862	17	3.01190186785804	0.868313168683132	0.996553744133458	 Mus musculus biological processes 	966896
52	19	3.08628900114028	0.868713128687131	0.996553744133458	 Glycerophospholipid metabolism 	83188
1394	32	6.03174308182761	0.873412658734127	0.996553744133458	 Cell Cycle 	1323926
1295	10	1.30196999610755	0.880911908809119	0.996553744133458	 RNA Polymerase II Transcription 	1323827
546	20	3.07582876326796	0.885011498850115	0.996553744133458	 Translation Factors 	198391
90	16	1.76920210963157	0.908409159084092	0.996553744133458	 Protein export 	83238
811	14	1.15225386508409	0.918608139186081	0.996553744133458	 Purine metabolism 	672434
462	41	8.37835236764681	0.921107889211079	0.996553744133458	 PluriNetWork 	198307
1651	18	2.52973139048955	0.921207879212079	0.996553744133458	 Transport to the Golgi and subsequent modification 	1324183
831	50	11.614823731976	0.926607339266073	0.996553744133458	 PodNet: protein-protein interactions in the podocyte 	755428
1315	11	0.896337640973811	0.936406359364064	0.996553744133458	 Processing of Capped Intronless Pre-mRNA 	1323847
1557	12	1.1173691865954	0.938506149385061	0.996553744133458	 DNA Damage Recognition in GG-NER 	1324089
1516	18	2.77907763175969	0.940505949405059	0.996553744133458	 DNA Repair 	1324048
1130	44	9.20695351999242	0.942605739426057	0.996553744133458	 Class I MHC mediated antigen processing & presentation 	1323662
687	24	3.68900309952883	0.943505649435057	0.996553744133458	 Transcriptional misregulation in cancer 	523020
1974	17	1.78463988920247	0.945605439456054	0.996553744133458	 Cellular responses to stress 	1324506
